,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Total_Porch
695,1484,175000,20,RL,70.0,12243,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1971,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,1484.0,GasA,Gd,Y,SBrkr,0.0,0.0,2,0,3,1,TA,Typ,1,TA,Attchd,Unf,487.0,TA,TA,Y,224,0,None,None,None,0,2,2007,WD ,Normal,180
696,520,68500,30,RM,60.0,6324,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,Gable,CompShg,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,520.0,GasA,Fa,N,SBrkr,0.0,0.0,1,0,1,1,Fa,Typ,0,None,Detchd,Unf,240.0,Fa,TA,Y,49,0,None,None,None,0,5,2008,WD ,Normal,87
697,1274,135000,50,RM,50.0,6125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1939,Gable,CompShg,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,728.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,TA,Typ,0,None,Detchd,Unf,224.0,Fa,TA,Y,0,0,None,None,None,0,3,2007,CWD,Normal,192
698,1274,135000,50,RM,50.0,6125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1939,Gable,CompShg,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,728.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,TA,Typ,0,None,Detchd,Unf,224.0,Fa,TA,Y,0,0,None,None,None,0,3,2007,CWD,Normal,192
699,1508,308030,20,RL,44.0,17485,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,5,2009,Gable,CompShg,VinylSd,Stone,96.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1508.0,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,1,1,Gd,Typ,2,TA,Attchd,RFn,572.0,TA,TA,Y,0,0,None,None,None,0,1,2010,Con,Partial,0
700,1158,120000,50,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1929,Gable,CompShg,WdShing,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,862.0,GasA,TA,Y,SBrkr,0.0,0.0,1,0,3,1,TA,Typ,1,Gd,BuiltIn,RFn,208.0,TA,TA,Y,0,0,None,None,None,0,7,2008,WD ,Normal,112
701,1092,123000,20,RL,75.0,9825,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1966,Hip,CompShg,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1092.0,GasA,TA,Y,SBrkr,0.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,Unf,264.0,TA,TA,Y,259,0,None,MnPrv,None,0,4,2008,COD,Abnorml,161
702,894,141500,20,RL,60.0,7436,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1960,Gable,CompShg,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,894.0,GasA,Gd,Y,SBrkr,1.0,0.0,1,0,2,1,TA,Typ,1,Po,Detchd,Unf,396.0,TA,TA,Y,0,0,None,GdWo,None,0,8,2009,WD ,Normal,360
703,864,136500,20,RL,59.6,7000,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,Gable,CompShg,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,Unf,864.0,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,Unf,336.0,TA,TA,Y,0,0,None,GdWo,None,0,7,2009,WD ,Normal,0
704,1728,125000,90,RM,70.0,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,Gable,CompShg,HdBoard,BrkFace,336.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1728.0,GasA,TA,Y,SBrkr,1.0,0.0,2,0,6,2,TA,Typ,0,None,Detchd,Unf,504.0,TA,TA,Y,0,0,None,None,None,0,11,2006,ConLI,Abnorml,0
705,1092,85500,160,RM,21.0,1504,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,4,1972,Gable,CompShg,CemntBd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,546.0,GasA,TA,Y,SBrkr,0.0,0.0,1,1,3,1,TA,Typ,0,None,Attchd,Unf,253.0,TA,TA,Y,0,0,None,None,None,0,5,2007,WD ,Normal,0
706,1092,85500,160,RM,21.0,1504,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,4,1972,Gable,CompShg,CemntBd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,546.0,GasA,TA,Y,SBrkr,0.0,0.0,1,1,3,1,TA,Typ,0,None,Attchd,Unf,253.0,TA,TA,Y,0,0,None,None,None,0,5,2007,WD ,Normal,0
707,1092,85500,160,RM,21.0,1504,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,4,1972,Gable,CompShg,CemntBd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,546.0,GasA,TA,Y,SBrkr,0.0,0.0,1,1,3,1,TA,Typ,0,None,Attchd,Unf,253.0,TA,TA,Y,0,0,None,None,None,0,5,2007,WD ,Normal,0
708,1501,204000,20,RL,78.0,10335,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,Gable,CompShg,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1490.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,Typ,0,None,Attchd,RFn,577.0,TA,TA,Y,144,0,None,None,None,0,6,2009,WD ,Normal,29
709,1445,186500,20,RL,75.0,9750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1445.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,Typ,0,None,Attchd,Unf,470.0,TA,TA,Y,0,0,None,None,None,0,6,2008,WD ,Normal,35
710,825,109500,20,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,825.0,GasA,TA,Y,FuseA,0.0,1.0,1,0,2,1,TA,Typ,0,None,Attchd,Unf,350.0,TA,TA,Y,0,0,None,None,None,0,7,2008,WD ,Normal,0
711,1904,275000,60,RL,74.0,10927,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,BrkFace,280.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1058.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Ex,Typ,1,Gd,BuiltIn,Fin,736.0,TA,TA,Y,179,0,None,None,None,0,6,2006,WD ,Normal,60
712,1418,226001,20,RL,68.7,8696,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,Gable,CompShg,VinylSd,BrkFace,150.0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,1418.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,Typ,1,TA,Attchd,RFn,558.0,TA,TA,Y,208,0,None,None,None,0,5,2008,WD ,Normal,110
713,1327,150750,20,RL,75.0,7388,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1063.0,GasA,Gd,Y,SBrkr,1.0,0.0,1,0,3,1,Gd,Typ,0,None,Detchd,Unf,624.0,TA,TA,Y,0,0,None,None,None,0,7,2007,WD ,Normal,0
714,912,129000,20,RL,64.9,8169,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1966,Gable,CompShg,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,ALQ,912.0,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,3,1,Gd,Typ,0,None,Detchd,Unf,315.0,TA,TA,Y,204,0,None,MnPrv,None,0,7,2007,WD ,Normal,0
715,1266,185485,20,RL,53.0,3710,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1266.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,2,1,Gd,Typ,1,Gd,Attchd,Fin,388.0,TA,TA,Y,100,0,None,None,None,0,8,2007,New,Partial,16
716,904,144000,80,RL,74.1,10200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1970,Hip,CompShg,HdBoard,None,0.0,TA,Gd,PConc,Gd,TA,Av,ALQ,Unf,864.0,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,3,1,Gd,Typ,0,None,2Types,Unf,912.0,TA,TA,Y,143,0,None,MnPrv,None,0,6,2008,WD ,Normal,0
717,1235,214000,120,RL,46.2,3760,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,5,1980,Gable,CompShg,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,LwQ,1235.0,GasA,Gd,Y,SBrkr,1.0,0.0,1,0,1,1,TA,Typ,3,TA,Attchd,Fin,484.0,TA,TA,Y,133,0,None,None,None,0,5,2006,WD ,Normal,78
718,1092,75000,160,RM,21.0,2001,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,Gable,CompShg,CemntBd,BrkFace,80.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,546.0,GasA,Fa,Y,SBrkr,0.0,0.0,1,1,3,1,TA,Typ,0,None,Attchd,Unf,286.0,TA,TA,Y,0,0,None,None,None,0,1,2007,WD ,Normal,0
719,1395,162000,60,RL,82.5,12936,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,Gable,CompShg,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,Unf,723.0,GasA,TA,Y,SBrkr,0.0,1.0,1,1,3,1,TA,Typ,1,TA,Attchd,Unf,497.0,TA,TA,Y,294,0,None,None,None,0,12,2009,WD ,Normal,116
720,1088,110000,20,RL,67.0,8308,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1963,Gable,CompShg,VinylSd,Stone,20.0,TA,Gd,CBlock,TA,TA,No,BLQ,LwQ,1088.0,GasA,TA,Y,SBrkr,0.0,0.0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,520.0,TA,TA,P,0,0,None,None,None,0,6,2007,COD,Normal,0
721,1812,193000,60,RL,96.0,10628,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,835.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,Typ,0,None,BuiltIn,RFn,478.0,TA,TA,Y,146,0,None,None,None,0,1,2009,WD ,Normal,91
722,1081,148000,20,RL,82.5,12929,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,Gable,CompShg,Wd Sdng,BrkFace,276.0,TA,TA,CBlock,TA,TA,Gd,GLQ,Unf,1081.0,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,Typ,0,None,CarPort,Unf,401.0,TA,TA,Y,36,0,None,None,None,0,6,2008,WD ,Normal,82
723,2473,356383,60,RL,63.0,12292,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2006,Hip,CompShg,VinylSd,BrkFace,184.0,Gd,TA,PConc,Ex,Gd,Gd,GLQ,Unf,1094.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,4,1,Gd,Typ,1,Gd,BuiltIn,Fin,675.0,TA,TA,Y,246,0,None,None,None,0,7,2006,New,Partial,39
724,1304,104500,160,RM,41.0,2665,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1977,Gable,CompShg,CemntBd,None,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,Unf,264.0,GasA,TA,Y,SBrkr,0.0,0.0,1,1,3,1,TA,Typ,1,TA,BuiltIn,RFn,336.0,TA,TA,Y,141,0,None,None,None,0,5,2006,WD ,Normal,0
725,1092,79500,160,RM,21.0,1526,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,Gable,CompShg,CemntBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,546.0,GasA,TA,Y,SBrkr,0.0,0.0,1,1,3,1,TA,Typ,0,None,None,None,0.0,None,None,Y,0,0,None,GdPrv,None,0,6,2006,WD ,Normal,34
726,1248,93500,90,RM,33.0,5976,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5,7,1920,Hip,CompShg,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,624.0,GasA,Gd,N,FuseA,0.0,0.0,2,0,2,2,TA,Typ,0,None,None,None,0.0,None,None,N,0,0,None,None,None,0,12,2006,WD ,Normal,386
727,1364,185850,120,RL,43.0,7052,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1364.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,Typ,1,Gd,Attchd,RFn,484.0,TA,TA,Y,192,0,None,None,None,0,6,2006,WD ,Normal,36
728,1517,115000,50,RM,85.0,8500,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,Gable,CompShg,CemntBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,793.0,GasW,TA,N,FuseF,0.0,0.0,2,0,3,1,Fa,Typ,0,None,None,None,0.0,None,None,N,0,0,None,None,None,0,8,2007,WD ,Normal,144
729,1651,185900,60,RL,77.0,8390,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,831.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,TA,Typ,1,TA,BuiltIn,Fin,450.0,TA,TA,Y,0,0,None,None,None,0,5,2008,WD ,Normal,103
730,1436,155000,190,RM,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,6,6,1940,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,884.0,GasA,TA,Y,SBrkr,0.0,0.0,2,0,3,2,TA,Typ,2,Gd,Detchd,Unf,828.0,TA,TA,Y,0,0,None,None,None,0,5,2008,Con,Normal,126
731,910,116000,20,RL,74.0,8892,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,Gable,CompShg,WdShing,None,0.0,Gd,TA,Stone,TA,TA,Av,Unf,Unf,105.0,GasA,Gd,Y,SBrkr,0.0,0.0,1,0,3,1,Gd,Typ,0,None,Attchd,Unf,414.0,TA,TA,Y,196,0,None,GdWo,None,0,10,2008,WD ,Normal,150
732,1573,177000,160,FV,24.0,2117,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,Gable,CompShg,MetalSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,756.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,Typ,0,None,Detchd,Unf,440.0,TA,TA,Y,0,0,None,None,None,0,9,2007,WD ,Normal,32
733,1215,155000,20,RL,66.0,12400,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,Hip,CompShg,Wd Sdng,BrkFace,176.0,TA,TA,CBlock,TA,Fa,No,Rec,Unf,1215.0,GasA,TA,Y,FuseA,0.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,Unf,297.0,TA,TA,Y,0,0,None,None,None,0,6,2009,WD ,Normal,234
734,1229,137000,160,RM,24.0,1488,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,Gable,CompShg,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,Unf,561.0,GasA,TA,Y,SBrkr,1.0,0.0,1,1,2,1,Gd,Typ,1,TA,Attchd,Fin,462.0,TA,TA,Y,176,0,None,GdPrv,None,0,10,2009,WD ,Normal,0
735,912,125000,20,RL,70.0,8521,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,Gable,CompShg,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,912.0,GasA,TA,Y,SBrkr,0.0,0.0,1,0,3,1,TA,Typ,1,Fa,Detchd,Unf,336.0,TA,TA,Y,0,0,None,MnPrv,None,0,5,2010,WD ,Normal,0
736,1592,228000,20,RL,73.0,11927,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,1994,Hip,CompShg,HdBoard,BrkFace,519.0,Gd,TA,PConc,Gd,TA,Gd,BLQ,GLQ,1556.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,Typ,1,TA,Attchd,Fin,484.0,TA,TA,Y,120,0,None,None,None,0,6,2007,WD ,Normal,35
737,1908,210000,60,RL,70.0,8750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,Gable,CompShg,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,915.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,4,1,Gd,Typ,1,TA,Attchd,Unf,493.0,TA,TA,Y,144,0,None,None,None,0,7,2008,WD ,Normal,133
738,1716,191000,60,RL,70.0,8750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,880.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,2,1,Gd,Typ,1,TA,Attchd,RFn,512.0,TA,TA,Y,0,0,None,None,None,0,7,2009,WD ,Normal,120
739,2758,418000,60,RL,118.0,13654,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,Gable,CompShg,MetalSd,BrkFace,365.0,Gd,TA,PConc,Ex,TA,Gd,Unf,Unf,1704.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,4,1,Ex,Typ,1,Ex,BuiltIn,Fin,814.0,TA,TA,Y,282,0,None,None,None,0,5,2007,WD ,Normal,55
740,1787,275000,20,RL,86.2,14781,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,Hip,CompShg,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,1753.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,Typ,1,TA,Attchd,RFn,748.0,TA,TA,Y,198,0,None,None,None,0,8,2006,WD ,Normal,150
741,899,130000,20,RL,65.0,7800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,Hip,CompShg,HdBoard,BrkFace,89.0,TA,TA,PConc,TA,TA,No,ALQ,Unf,864.0,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,3,1,Gd,Typ,0,None,Attchd,Fin,288.0,TA,TA,Y,64,0,None,MnPrv,None,0,6,2009,WD ,Normal,0
742,1008,139500,20,RL,75.0,12518,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1968,Gable,CompShg,HdBoard,BrkFace,182.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1008.0,GasA,Gd,Y,SBrkr,0.0,0.0,1,0,3,1,Gd,Typ,0,None,Attchd,Unf,384.0,TA,TA,Y,144,0,None,MnPrv,None,0,4,2009,WD ,Normal,0
743,1743,335000,20,RL,87.0,10367,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,Hip,CompShg,VinylSd,Stone,284.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,Unf,1739.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Ex,Typ,1,Gd,Attchd,RFn,927.0,TA,TA,Y,168,0,None,None,None,0,6,2009,ConLI,Normal,45
744,990,138000,20,RL,60.0,8072,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,Gable,CompShg,VinylSd,None,0.0,TA,Gd,PConc,Gd,Gd,No,ALQ,Unf,990.0,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,3,1,TA,Typ,0,None,Detchd,Unf,480.0,TA,TA,Y,0,0,None,None,None,0,5,2009,WD ,Normal,64
745,999,134500,85,RL,69.0,10205,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,925.0,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,Unf,300.0,TA,TA,Y,150,0,None,None,None,0,5,2006,WD ,Normal,72
746,1104,133000,20,RL,75.0,10425,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1104.0,GasA,Gd,Y,SBrkr,1.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,RFn,384.0,TA,TA,Y,0,0,None,None,None,0,4,2008,WD ,Normal,0
747,1041,124500,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,Gable,CompShg,MetalSd,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1041.0,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,RFn,270.0,TA,TA,Y,224,0,None,MnPrv,None,0,7,2009,WD ,Normal,88
748,1194,159500,20,RL,79.0,8910,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,Hip,CompShg,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,655.0,GasA,Ex,Y,SBrkr,0.0,1.0,1,0,3,1,TA,Typ,1,Fa,BuiltIn,Fin,539.0,TA,TA,Y,0,0,None,None,None,0,7,2006,WD ,Normal,192
749,1640,173000,60,RL,65.0,8366,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,798.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,Typ,0,None,Attchd,RFn,520.0,TA,TA,Y,138,0,None,None,None,0,12,2008,WD ,Normal,45
750,1317,40000,70,C (all),50.0,8500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,Gambrel,CompShg,BrkFace,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,649.0,GasA,TA,N,SBrkr,0.0,0.0,1,0,3,1,TA,Typ,0,None,Detchd,Unf,250.0,TA,Fa,N,0,0,None,MnPrv,None,0,7,2008,WD ,Normal,226
751,943,80000,30,RL,82.5,11515,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,Gable,CompShg,HdBoard,None,0.0,TA,TA,Slab,None,None,None,None,None,0.0,GasA,TA,N,SBrkr,0.0,0.0,1,0,3,1,Gd,Min2,0,None,Detchd,Unf,308.0,TA,TA,N,0,0,None,None,None,0,8,2007,WD ,Normal,60
752,1525,235000,20,RL,70.0,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,Gable,CompShg,VinylSd,BrkFace,244.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1525.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,Typ,0,None,Attchd,RFn,541.0,TA,TA,Y,219,0,None,None,None,0,9,2006,WD ,Normal,36
753,2504,325000,60,RL,77.0,11198,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,Hip,CompShg,VinylSd,BrkFace,245.0,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,1122.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,4,1,Ex,Typ,1,Gd,BuiltIn,Fin,656.0,TA,TA,Y,144,0,None,None,None,0,6,2008,WD ,Normal,39
