GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,MoSold,YrSold,lat,long,TotalPorchSF
1320,164500,80,RL,96.0,11777,IR1,Sawyer,1Fam,SLvl,5,6,1966,1966,VinylSd,BrkFace,97.0,TA,TA,CBlock,TA,TA,Av,LwQ,328.0,551.0,285.0,1164.0,Ex,Y,SBrkr,1320,0,0,1.0,0.0,1,0,3,TA,6,2,Fa,Attchd,RFn,2.0,564.0,TA,TA,Y,160,5,2006,42.0323964,-93.6747232,308
1086,55000,70,RM,60.0,11340,Reg,OldTown,1Fam,2Story,2,1,1920,1950,AsbShng,None,0.0,Fa,Fa,BrkTil,Fa,Fa,No,Unf,0.0,0.0,723.0,723.0,TA,N,SBrkr,723,363,0,0.0,0.0,1,0,2,TA,5,0,None,Detchd,Unf,2.0,400.0,Fa,Po,N,0,11,2008,42.029713,-93.608382,168
1374,170000,80,RL,59.0,9434,IR1,Gilbert,1Fam,SLvl,7,5,2004,2005,WdShing,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,0.0,384.0,384.0,Ex,Y,SBrkr,744,630,0,0.0,0.0,2,1,3,Gd,6,1,Gd,BuiltIn,Fin,2.0,400.0,TA,TA,Y,100,8,2009,42.0610675,-93.64344,0
1554,209500,120,RL,34.0,4590,Reg,NridgHt,Twnhs,1Story,8,5,2006,2006,VinylSd,Stone,108.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,0.0,1530.0,1554.0,Ex,Y,SBrkr,1554,0,0,0.0,0.0,2,0,2,Gd,6,1,Gd,Attchd,RFn,2.0,627.0,TA,TA,Y,156,8,2007,42.058014,-93.649884,73
816,124500,20,RL,76.0,8314,Reg,Mitchel,1Fam,1Story,5,7,1982,1982,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,546.0,0.0,270.0,816.0,TA,Y,SBrkr,816,0,0,0.0,0.0,1,0,2,TA,5,0,None,Attchd,Unf,1.0,264.0,TA,TA,Y,168,6,2007,41.9877784,-93.6051011,0
1108,139400,45,RM,57.0,7449,Reg,IDOTRR,1Fam,1.5Unf,7,7,1930,1950,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,0.0,637.0,637.0,Ex,Y,FuseF,1108,0,0,0.0,0.0,1,0,3,Gd,6,1,Gd,Attchd,Unf,1.0,280.0,TA,TA,N,0,6,2007,42.02586,-93.6280932,205
1368,202665,120,RL,40.0,6792,IR1,NridgHt,TwnhsE,1Story,7,5,2005,2006,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,1368.0,1368.0,Ex,Y,SBrkr,1368,0,0,0.0,0.0,2,0,2,Gd,6,1,Gd,Attchd,RFn,2.0,474.0,TA,TA,Y,132,3,2006,42.0580288,-93.6502247,35
992,155891,20,RL,68.0,8842,Reg,Edwards,1Fam,1Story,5,6,1954,1954,VinylSd,None,0.0,TA,Gd,CBlock,Fa,TA,No,Unf,0.0,0.0,381.0,381.0,Ex,Y,SBrkr,992,0,0,0.0,0.0,1,0,3,TA,6,0,None,Detchd,Unf,1.0,319.0,TA,TA,Y,60,1,2010,42.0210192,-93.6777343,56
1252,160000,160,FV,24.0,2160,Reg,Somerst,Twnhs,2Story,7,5,1999,2000,MetalSd,BrkFace,212.0,Gd,TA,PConc,Gd,TA,No,BLQ,510.0,0.0,90.0,600.0,Ex,Y,SBrkr,624,628,0,1.0,0.0,2,1,2,Gd,4,0,None,Detchd,Unf,2.0,462.0,TA,TA,Y,0,3,2008,42.046784,-93.6461,48
2944,150000,60,RL,97.0,24572,IR1,Veenker,1Fam,2Story,9,3,1977,1977,Wd Sdng,BrkFace,1050.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,410.0,0.0,584.0,994.0,TA,Y,SBrkr,1599,1345,0,0.0,0.0,2,2,3,Gd,9,1,Gd,Attchd,RFn,3.0,864.0,TA,TA,Y,140,6,2008,42.037551,-93.6571649,86
1830,221300,60,RL,75.0,8778,Reg,Somerst,1Fam,2Story,8,5,2006,2006,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,1302.0,1302.0,Ex,Y,SBrkr,1302,528,0,0.0,0.0,2,1,3,Gd,7,0,None,BuiltIn,RFn,3.0,859.0,TA,TA,Y,0,3,2007,42.0529497,-93.6429587,40
2576,361919,60,RL,82.0,12438,IR1,StoneBr,1Fam,2Story,8,5,2006,2006,VinylSd,BrkFace,466.0,Ex,TA,PConc,Ex,Gd,No,Unf,0.0,0.0,1234.0,1234.0,Ex,Y,SBrkr,1264,1312,0,0.0,0.0,2,1,4,Ex,10,1,Gd,BuiltIn,Fin,3.0,666.0,TA,TA,Y,324,7,2006,42.0608447,-93.6285238,100
1040,134900,20,RL,45.0,8982,IR1,CollgCr,1Fam,1Story,5,5,1977,1977,CemntBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,539.0,0.0,501.0,1040.0,TA,Y,SBrkr,1040,0,0,0.0,0.0,1,1,3,TA,5,0,None,Detchd,Unf,2.0,748.0,TA,TA,Y,0,1,2007,42.0222378,-93.6873434,0
698,118000,20,RL,50.0,9405,Reg,Edwards,1Fam,1Story,5,9,1947,2008,VinylSd,None,0.0,TA,Ex,CBlock,TA,TA,No,Unf,0.0,0.0,698.0,698.0,Ex,Y,SBrkr,698,0,0,0.0,1.0,1,0,2,TA,4,0,None,None,None,0.0,0.0,None,None,Y,0,6,2009,42.0220992,-93.6650768,200
1611,195800,60,RL,70.0,8400,Reg,CollgCr,1Fam,2Story,7,5,2005,2005,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,0.0,784.0,784.0,Ex,Y,SBrkr,784,827,0,0.0,0.0,2,1,3,Gd,6,0,None,Attchd,RFn,2.0,572.0,TA,TA,Y,144,3,2006,42.0157932,-93.6840741,36
1666,135000,50,RM,60.0,5160,Reg,IDOTRR,1Fam,1.5Fin,6,6,1927,1950,MetalSd,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,0.0,1204.0,1204.0,TA,Y,FuseA,1204,462,0,0.0,0.0,1,0,3,TA,4,0,None,Detchd,Unf,1.0,384.0,Fa,TA,Y,0,8,2009,42.0242561,-93.6250455,148
1242,152000,20,RL,70.0,7903,Reg,NAmes,1Fam,1Story,5,5,1960,1960,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,739.0,0.0,503.0,1242.0,Gd,Y,FuseA,1242,0,0,1.0,0.0,1,1,3,TA,6,0,None,Attchd,RFn,1.0,324.0,TA,TA,Y,0,5,2007,42.0371008,-93.6066244,0
768,133900,85,RL,60.0,7200,Reg,CollgCr,1Fam,SFoyer,5,8,1972,2003,WdShing,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,660.0,0.0,108.0,768.0,Gd,Y,SBrkr,768,0,0,0.0,1.0,1,0,2,TA,5,0,None,Detchd,Fin,1.0,396.0,TA,TA,Y,192,4,2009,42.0213355,-93.6829448,0
1097,152000,20,RL,81.0,9672,Reg,SawyerW,1Fam,1Story,6,5,1984,1985,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338.0,0.0,702.0,1040.0,TA,Y,SBrkr,1097,0,0,0.0,0.0,2,0,3,TA,6,0,None,Attchd,Unf,2.0,480.0,TA,TA,Y,0,5,2010,42.0347187,-93.6848468,0
1056,107000,20,RH,68.7,8900,Reg,SawyerW,1Fam,1Story,4,4,1966,1966,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1056.0,0.0,0.0,1056.0,TA,Y,SBrkr,1056,0,0,1.0,0.0,1,0,2,TA,5,0,None,Detchd,Unf,1.0,384.0,TA,TA,Y,0,11,2006,42.0356123,-93.6822712,42
864,120000,20,RL,60.0,7332,Reg,NAmes,1Fam,1Story,6,6,1959,1959,WdShing,BrkFace,207.0,TA,TA,CBlock,TA,TA,No,BLQ,414.0,0.0,450.0,864.0,Ex,Y,SBrkr,864,0,0,1.0,0.0,1,0,2,Gd,4,0,None,Attchd,Unf,1.0,288.0,TA,TA,Y,168,10,2006,42.0384543,-93.6084246,0
2046,372500,20,RL,80.0,11844,IR1,StoneBr,1Fam,1Story,8,5,2008,2008,VinylSd,Stone,464.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,0.0,2046.0,2046.0,Ex,Y,SBrkr,2046,0,0,0.0,0.0,2,1,3,Gd,7,1,Gd,Attchd,Fin,3.0,834.0,TA,TA,Y,322,7,2009,42.0596555,-93.6287068,82
1874,220000,60,FV,64.9,7500,Reg,Somerst,1Fam,2Story,8,5,2000,2001,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,1058.0,1058.0,Ex,Y,SBrkr,1058,816,0,0.0,0.0,2,1,3,Gd,7,1,TA,Attchd,Fin,2.0,588.0,TA,TA,Y,0,3,2009,42.0503643,-93.6392369,134
2039,167000,30,RL,118.0,21299,Reg,NAmes,1Fam,1Story,7,5,1941,1963,BrkFace,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,0.0,929.0,929.0,Ex,Y,SBrkr,2039,0,0,1.0,0.0,1,1,3,TA,7,3,Gd,2Types,Unf,3.0,791.0,TA,TA,Y,0,12,2006,42.0395926,-93.6152306,90
2552,479069,20,RL,107.0,13891,Reg,NridgHt,1Fam,1Story,9,5,2007,2007,VinylSd,Stone,456.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1812.0,0.0,740.0,2552.0,Ex,Y,SBrkr,2552,0,0,1.0,0.0,2,0,3,Ex,8,2,Ex,Attchd,Fin,3.0,932.0,TA,TA,Y,130,10,2007,42.0628529,-93.6569769,28
1846,233555,20,RL,90.0,13377,Reg,CollgCr,1Fam,1Story,6,5,2006,2006,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1576.0,0.0,260.0,1836.0,Gd,Y,SBrkr,1846,0,0,1.0,0.0,2,0,3,Gd,7,1,Gd,Attchd,RFn,2.0,495.0,TA,TA,Y,0,7,2006,42.0243528,-93.6894636,32
732,118900,20,RL,60.0,7200,Reg,NAmes,1Fam,1Story,5,7,1952,1952,MetalSd,None,0.0,TA,Gd,CBlock,TA,Gd,No,ALQ,630.0,102.0,0.0,732.0,TA,Y,SBrkr,732,0,0,1.0,0.0,1,0,2,TA,4,0,None,Detchd,Unf,1.0,240.0,TA,TA,Y,0,9,2009,42.0358524,-93.6076333,68
1283,140000,20,RL,70.0,7763,Reg,NAmes,1Fam,1Story,5,7,1962,1980,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,504.0,108.0,319.0,931.0,TA,Y,SBrkr,1283,0,0,1.0,0.0,1,0,3,TA,6,0,None,Detchd,Unf,2.0,506.0,TA,TA,Y,0,10,2008,42.0440557,-93.619465,0
1800,130000,90,RL,113.0,8513,Reg,NAmes,Duplex,1Story,5,5,1961,1961,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,0.0,1800.0,1800.0,TA,N,SBrkr,1800,0,0,0.0,0.0,2,0,6,TA,10,0,None,None,None,0.0,0.0,None,None,N,0,11,2008,42.0347483,-93.6071189,0
1944,179900,70,RM,68.0,9928,Reg,OldTown,1Fam,2Story,7,8,1915,1994,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,0.0,672.0,672.0,Fa,Y,SBrkr,1272,672,0,0.0,0.0,2,0,3,TA,8,0,None,Detchd,Unf,1.0,216.0,TA,TA,N,24,6,2009,42.02845120000001,-93.6212657,28
1944,179900,70,RM,68.0,9928,Reg,OldTown,1Fam,2Story,7,8,1915,1994,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,0.0,672.0,672.0,Fa,Y,SBrkr,1272,672,0,0.0,0.0,2,0,3,TA,8,0,None,Detchd,Unf,1.0,216.0,TA,TA,N,24,6,2009,42.02845120000001,-93.6212657,28
1922,282000,20,RL,80.0,11305,Reg,Timber,1Fam,1Story,8,5,2002,2002,VinylSd,BrkFace,886.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1329.0,0.0,593.0,1922.0,Ex,Y,SBrkr,1922,0,0,1.0,0.0,2,0,2,Gd,6,1,Ex,Attchd,Fin,3.0,692.0,TA,TA,Y,201,4,2007,41.99559989999999,-93.6482645,64
1647,217500,20,RL,80.0,12984,Reg,Crawfor,1Fam,1Story,5,6,1977,1977,Plywood,BrkFace,459.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,1283.0,147.0,0.0,1430.0,Ex,Y,SBrkr,1647,0,0,1.0,0.0,2,0,3,Gd,7,1,TA,Attchd,Fin,2.0,621.0,TA,TA,Y,0,3,2006,42.0124326,-93.6439881,0
1358,212500,120,RL,80.0,10307,IR1,NridgHt,TwnhsE,1Story,7,5,2007,2008,VinylSd,Stone,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,876.0,0.0,474.0,1350.0,Ex,Y,SBrkr,1358,0,0,1.0,0.0,2,0,2,Gd,6,1,Gd,Attchd,RFn,2.0,484.0,TA,TA,Y,192,5,2009,42.0585234,-93.6498485,26
1656,126000,80,RM,75.0,6000,Reg,IDOTRR,1Fam,SLvl,5,5,1967,1967,HdBoard,None,0.0,Fa,TA,CBlock,Gd,TA,Mn,Rec,257.0,0.0,367.0,624.0,Ex,Y,SBrkr,1092,564,0,0.0,0.0,1,1,3,TA,7,1,Po,Attchd,Unf,1.0,288.0,TA,TA,Y,0,7,2008,42.02140929999999,-93.6258767,280
3005,280750,160,FV,32.0,2880,Reg,Somerst,Twnhs,2Story,7,5,2004,2005,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,1376.0,1376.0,Ex,Y,SBrkr,1376,1629,0,0.0,0.0,2,1,3,Gd,9,1,TA,BuiltIn,Fin,3.0,704.0,TA,TA,Y,0,7,2009,42.047787,-93.647647,177
1248,87000,50,RM,52.0,9439,Reg,OldTown,1Fam,1.5Fin,5,5,1930,1950,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,324.0,0.0,588.0,912.0,Gd,Y,FuseA,912,336,0,0.0,0.0,1,0,2,TA,6,0,None,Detchd,Unf,1.0,160.0,Fa,Fa,Y,0,3,2007,42.0268257,-93.604745,192
1468,244600,20,RL,74.0,9612,Reg,Somerst,1Fam,1Story,8,5,2008,2009,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,1468.0,1468.0,Ex,Y,SBrkr,1468,0,0,0.0,0.0,2,0,3,Gd,6,1,Gd,Attchd,Fin,3.0,898.0,TA,TA,Y,210,12,2009,42.0546036,-93.6443841,150
1547,215200,60,FV,72.0,8640,Reg,Somerst,1Fam,2Story,7,5,2009,2009,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24.0,0.0,732.0,756.0,Ex,Y,SBrkr,764,783,0,0.0,0.0,2,1,3,Gd,7,0,None,Attchd,Unf,2.0,614.0,TA,TA,Y,169,6,2010,42.0507925,-93.6470568,45
1716,162500,50,RL,60.0,9144,Reg,BrkSide,1Fam,1.5Fin,6,4,1915,2004,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,0.0,810.0,810.0,Ex,Y,SBrkr,1170,546,0,0.0,0.0,2,0,4,Gd,8,0,None,Detchd,Unf,2.0,672.0,TA,TA,Y,0,3,2008,42.0279028,-93.6257975,195
1603,138000,70,RL,74.1,9650,IR1,Crawfor,1Fam,2Story,6,3,1923,1950,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,0.0,784.0,784.0,TA,Y,SBrkr,819,784,0,0.0,0.0,1,0,4,TA,7,1,Gd,Attchd,Unf,2.0,599.0,TA,TA,Y,0,6,2008,42.0198845,-93.6429587,217
1516,181316,60,RL,68.7,8803,IR1,Gilbert,1Fam,2Story,6,5,1994,1995,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,600.0,0.0,107.0,707.0,Gd,Y,SBrkr,707,809,0,1.0,0.0,2,1,3,Gd,7,1,TA,Attchd,Fin,2.0,409.0,TA,TA,Y,0,7,2009,42.0592771,-93.6376335,46
1138,148000,80,RL,88.0,15312,Reg,Sawyer,1Fam,SLvl,6,5,1960,1960,Wd Sdng,BrkFace,54.0,TA,TA,CBlock,TA,TA,Av,BLQ,588.0,0.0,550.0,1138.0,Ex,Y,SBrkr,1138,0,0,0.0,1.0,1,0,3,TA,6,1,TA,Attchd,RFn,2.0,480.0,TA,TA,Y,0,3,2009,42.03247349999999,-93.6668594,140
2063,315000,20,RL,74.6,10750,IR1,NoRidge,1Fam,1Story,8,5,1994,1995,Wd Sdng,BrkFace,634.0,Gd,TA,PConc,Gd,TA,Av,BLQ,236.0,1526.0,262.0,2024.0,Ex,Y,SBrkr,2063,0,0,1.0,0.0,2,0,3,Gd,7,2,Gd,Attchd,Fin,3.0,815.0,TA,TA,Y,182,6,2009,42.05046249999999,-93.6556304,56
4676,184750,60,RL,130.0,40094,IR1,Edwards,1Fam,2Story,10,5,2007,2008,CemntBd,Stone,762.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2260.0,0.0,878.0,3138.0,Ex,Y,SBrkr,3138,1538,0,1.0,0.0,3,1,3,Ex,11,1,Gd,BuiltIn,Fin,3.0,884.0,TA,TA,Y,208,10,2007,42.0164154,-93.6767041,406
854,132000,45,RM,51.0,6120,Reg,BrkSide,1Fam,1.5Unf,7,8,1929,2001,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,0.0,832.0,832.0,Ex,Y,FuseA,854,0,0,0.0,0.0,1,0,2,TA,5,0,None,Detchd,Unf,2.0,576.0,TA,TA,Y,48,7,2007,42.0314521,-93.622275,112
1400,149500,60,RL,74.0,7844,Reg,Sawyer,1Fam,2Story,6,7,1978,1978,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,209.0,0.0,463.0,672.0,TA,Y,SBrkr,672,728,0,0.0,0.0,1,1,3,TA,6,1,TA,Attchd,Fin,2.0,440.0,TA,TA,Y,0,3,2006,42.0320414,-93.6719301,0
1720,183500,60,RL,62.0,8244,IR1,Gilbert,1Fam,2Story,7,5,2004,2004,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,840.0,840.0,Ex,Y,SBrkr,840,880,0,0.0,0.0,2,1,3,Gd,7,1,Gd,Attchd,Fin,2.0,440.0,TA,TA,Y,100,5,2007,42.0613181,-93.6417599,48
1440,224500,90,RL,73.0,9069,Reg,SawyerW,Duplex,SFoyer,6,8,1993,1993,HdBoard,None,0.0,Gd,Gd,PConc,Gd,TA,Av,LwQ,261.0,1083.0,0.0,1344.0,Gd,Y,SBrkr,1440,0,0,2.0,0.0,2,0,2,Gd,8,0,None,Attchd,Unf,4.0,920.0,TA,TA,Y,288,4,2006,42.0315263,-93.6801909,0
1868,415000,20,RL,120.0,14780,IR1,NridgHt,1Fam,1Story,9,5,2005,2005,VinylSd,BrkFace,568.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1505.0,0.0,363.0,1868.0,Ex,Y,SBrkr,1868,0,0,1.0,0.0,2,0,2,Ex,7,1,Gd,Attchd,Fin,3.0,1085.0,TA,TA,Y,354,6,2006,42.0609645,-93.6580859,212
990,155000,20,RL,65.0,9750,Reg,CollgCr,1Fam,1Story,5,7,1994,1994,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,722.0,0.0,268.0,990.0,Ex,Y,SBrkr,990,0,0,1.0,0.0,1,0,3,TA,5,0,None,Detchd,Unf,2.0,528.0,TA,TA,Y,168,8,2008,42.0210642,-93.6926143,0
1271,135000,50,RL,115.0,21286,Reg,Sawyer,1Fam,1.5Fin,5,5,1948,1950,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,0.0,720.0,720.0,TA,Y,SBrkr,720,551,0,0.0,0.0,2,0,4,TA,7,1,Gd,Attchd,Unf,1.0,312.0,TA,TA,Y,0,8,2008,42.0334387,-93.6583829,108
1646,164000,75,RL,53.0,7128,Reg,Crawfor,1Fam,2.5Unf,7,5,1941,1950,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,364.0,0.0,554.0,918.0,Gd,Y,SBrkr,918,728,0,0.0,0.0,2,0,4,TA,7,2,Gd,Detchd,Unf,1.0,240.0,TA,TA,Y,0,8,2007,42.0163572,-93.6456566,126
952,128500,20,RL,66.0,8300,IR1,NAmes,1Fam,1Story,6,6,1968,1968,Wd Sdng,BrkFace,86.0,TA,TA,CBlock,TA,TA,Mn,Rec,952.0,0.0,0.0,952.0,Gd,Y,SBrkr,952,0,0,1.0,0.0,1,0,3,TA,5,0,None,Attchd,Unf,1.0,288.0,TA,TA,Y,0,8,2007,42.0398979,-93.6099045,0
1720,196500,60,RL,89.0,11645,IR1,CollgCr,1Fam,2Story,7,5,2004,2004,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,860.0,860.0,Ex,Y,SBrkr,860,860,0,0.0,0.0,2,1,3,Gd,7,0,None,Attchd,RFn,2.0,565.0,TA,TA,Y,0,8,2006,42.0143613,-93.6863837,70
1218,131000,50,RM,60.0,6000,Reg,BrkSide,1Fam,1.5Fin,6,6,1941,1950,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,Gd,No,ALQ,375.0,0.0,360.0,735.0,Ex,Y,SBrkr,869,349,0,0.0,1.0,1,0,3,TA,6,1,Gd,Detchd,Unf,2.0,440.0,TA,TA,Y,0,3,2007,42.0334733,-93.6218792,0
1217,151000,120,RL,50.0,7175,Reg,SawyerW,TwnhsE,1Story,6,5,1991,1991,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,278.0,0.0,939.0,1217.0,Gd,Y,SBrkr,1217,0,0,0.0,0.0,2,0,2,Gd,5,0,None,Attchd,RFn,2.0,484.0,TA,TA,Y,0,6,2006,42.0360022,-93.6861468,64
1293,149900,20,RL,74.6,11027,IR1,NAmes,1Fam,1Story,6,5,1954,1954,Wd Sdng,Stone,28.0,TA,TA,CBlock,TA,TA,No,BLQ,468.0,539.0,171.0,1178.0,Gd,Y,SBrkr,1293,0,0,1.0,0.0,2,0,2,TA,5,0,None,Attchd,RFn,2.0,452.0,TA,TA,Y,280,5,2006,42.0534738,-93.6183965,0
1428,139900,70,RM,58.0,6451,Reg,OldTown,1Fam,2Story,7,7,1900,1970,AsbShng,None,0.0,TA,TA,Stone,TA,TA,No,Rec,208.0,0.0,504.0,712.0,Gd,Y,SBrkr,848,580,0,1.0,0.0,1,0,4,TA,7,0,None,Detchd,Fin,2.0,576.0,TA,TA,Y,264,5,2006,42.0314234,-93.6195046,84
1714,180000,60,RL,68.7,8637,IR1,Gilbert,1Fam,2Story,6,5,1999,2000,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,871.0,0.0,52.0,923.0,Gd,Y,SBrkr,947,767,0,1.0,0.0,2,1,3,TA,7,1,TA,Attchd,Fin,2.0,451.0,TA,TA,Y,256,4,2007,42.0593178,-93.640009,48
894,120750,20,RL,64.0,6285,Reg,Sawyer,1Fam,1Story,5,5,1977,1977,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,LwQ,138.0,351.0,405.0,894.0,TA,Y,SBrkr,894,0,0,1.0,0.0,1,0,2,TA,5,0,None,Detchd,Unf,1.0,308.0,TA,TA,Y,192,3,2007,42.034949,-93.676808,0
1246,154000,20,RL,75.0,7500,Reg,NAmes,1Fam,1Story,5,7,1959,1994,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,340.0,906.0,0.0,1246.0,Ex,Y,SBrkr,1246,0,0,1.0,0.0,1,1,3,Gd,6,0,None,Attchd,RFn,1.0,305.0,TA,TA,Y,218,5,2010,42.0367294,-93.6061496,0
1422,139900,20,RL,82.5,12342,IR1,NAmes,1Fam,1Story,5,5,1960,1978,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,0.0,978.0,978.0,TA,Y,SBrkr,1422,0,0,0.0,0.0,1,0,3,TA,6,1,TA,Attchd,RFn,1.0,286.0,TA,TA,Y,0,8,2007,42.0434963,-93.6249663,36
1764,100000,20,RL,71.0,8838,Reg,NAmes,1Fam,1Story,5,3,1957,1982,MetalSd,None,0.0,TA,TA,BrkTil,None,None,None,None,0.0,0.0,0.0,0.0,Gd,Y,SBrkr,1764,0,0,0.0,0.0,2,1,4,TA,7,1,TA,Attchd,Fin,1.0,301.0,TA,TA,Y,0,10,2008,42.0398477,-93.6120253,72
1127,135000,20,RL,65.0,6500,Reg,Edwards,1Fam,1Story,6,6,1976,1976,HdBoard,BrkFace,84.0,TA,TA,CBlock,TA,Ex,No,BLQ,1033.0,0.0,94.0,1127.0,TA,Y,SBrkr,1127,0,0,0.0,1.0,1,1,3,TA,6,1,Po,Detchd,Unf,2.0,480.0,TA,TA,Y,0,5,2008,42.0201108,-93.6747232,138
1484,174000,60,RL,149.0,12589,IR2,Gilbert,1Fam,2Story,6,5,2005,2005,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,742.0,742.0,Ex,Y,SBrkr,742,742,0,0.0,0.0,2,1,3,Gd,8,1,Gd,Attchd,Fin,2.0,390.0,TA,TA,Y,36,6,2009,42.0621328,-93.6449978,24
2018,378500,20,RL,89.0,13214,IR1,Timber,1Fam,1Story,9,5,2008,2009,Stucco,None,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,0.0,2002.0,2002.0,Ex,Y,SBrkr,2018,0,0,0.0,0.0,2,0,3,Ex,10,1,Gd,Attchd,Fin,3.0,746.0,TA,TA,Y,144,5,2010,41.9928355,-93.6525413,76
1362,207000,120,RL,41.0,6289,IR1,NridgHt,TwnhsE,1Story,6,5,2005,2006,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,762.0,0.0,600.0,1362.0,Ex,Y,SBrkr,1362,0,0,1.0,0.0,2,0,2,Gd,6,1,Gd,Attchd,RFn,2.0,460.0,TA,TA,Y,192,6,2007,42.0589691,-93.6504029,28
1465,131000,50,RL,84.0,10164,Reg,SWISU,1Fam,1.5Fin,5,5,1939,1950,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,Av,LwQ,646.0,0.0,346.0,992.0,Fa,Y,SBrkr,992,473,0,0.0,0.0,2,0,3,TA,6,2,TA,Detchd,Unf,1.0,240.0,TA,TA,Y,0,7,2006,42.0156404,-93.6482447,126
1236,152000,160,FV,24.0,2544,Reg,Somerst,Twnhs,2Story,6,5,2005,2005,VinylSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,376.0,0.0,224.0,600.0,Ex,Y,SBrkr,600,636,0,1.0,0.0,2,1,2,Gd,4,0,None,Detchd,RFn,2.0,480.0,TA,TA,Y,0,5,2010,42.0481801,-93.6451866,166
